"bio_year","latitude_rounded","longitude_rounded","slf_present","slf_established","DistToIntro","theta","sectors","rotation_nb","sectors_nb"
2019,40.02703,-74.41176,TRUE,TRUE,115.868441629074,2.84351587224179,20,2,9
2020,39.97297,-74.23529,TRUE,TRUE,132.088632231442,2.8436154467423,20,2,9
2014,40.41441,-75.65882,TRUE,TRUE,1.4051588379181,3.09139273385597,20,2,10
2015,40.43243,-75.43529,TRUE,TRUE,20.4607239827862,3.21308070447864,20,2,10
2016,40.38739,-75.28235,TRUE,TRUE,33.5046477545658,3.07084398839408,20,2,10
2017,40.30631,-75.04706,TRUE,TRUE,54.7212778546189,2.96992111329912,20,2,10
2018,40.25225,-74.70588,TRUE,TRUE,84.3456259936666,2.97502585763921,20,2,10
2019,40.56757,-74.22353,TRUE,TRUE,124.237811574217,3.24613433530519,20,2,10
2020,40.57658,-74.08235,TRUE,TRUE,136.223691880791,3.2425296973954,20,2,10
2014,40.42342,-75.63529,TRUE,TRUE,3.51828729564202,3.34306629859031,20,2,11
2015,40.44144,-75.56471,TRUE,TRUE,9.82829977909101,3.37413382870569,20,2,11
2016,40.46847,-75.23529,TRUE,TRUE,37.799208875831,3.26197132011503,20,2,11
2017,40.61261,-75.2,TRUE,TRUE,45.8610403077959,3.53514926690495,20,2,11
2018,40.56757,-74.71765,TRUE,TRUE,82.9344778668686,3.29933107038942,20,2,11
2019,40.76577,-74.02353,TRUE,TRUE,145.145932655873,3.35070021207216,20,2,11
2020,41.04505,-73.94118,TRUE,TRUE,162.33180509002,3.4899593969503,20,2,11
2014,40.43243,-75.64706,TRUE,TRUE,3.06648549597637,3.68776427987877,20,2,12
2015,40.47748,-75.57647,TRUE,TRUE,10.8682704294518,3.70343105174793,20,2,12
2016,40.63063,-75.35294,TRUE,TRUE,36.3102682767923,3.73057524223116,20,2,12
2017,40.77477,-75.25882,TRUE,TRUE,53.2638858583181,3.85368641115995,20,2,12
2018,40.86486,-75.12941,TRUE,TRUE,68.0112561789242,3.83055042759218,20,2,12
2019,40.85586,-74.84706,TRUE,TRUE,85.4621211618215,3.63048785534104,20,2,12
2020,41.13514,-74.71765,TRUE,TRUE,113.698221901239,3.78618382849046,20,2,12
2014,40.42342,-75.67059,TRUE,TRUE,0.993768046069547,4.18629306982255,20,2,13
2015,40.45946,-75.63529,TRUE,TRUE,5.97146500371422,3.97643428883908,20,2,13
2016,40.62162,-75.50588,TRUE,TRUE,27.0451254440584,4.02490994816654,20,2,13
2017,40.78378,-75.27059,TRUE,TRUE,53.3714951509545,3.88019909680679,20,2,13
2018,41.05405,-75.11765,TRUE,TRUE,85.1559202971072,3.99468496774492,20,2,13
2019,41.0991,-75.10588,TRUE,TRUE,89.8858780541361,4.01801614760999,20,2,13
2020,41.37838,-74.62353,TRUE,TRUE,138.906740917857,3.88301313567633,20,2,13
2014,40.43243,-75.67059,TRUE,TRUE,1.95092440714305,4.44279279104915,20,2,14
2015,40.45045,-75.65882,TRUE,TRUE,4.15350950595535,4.27369593245872,20,2,14
2016,40.52252,-75.64706,TRUE,TRUE,12.151788403002,4.45464319287881,20,2,14
2017,40.63063,-75.61176,TRUE,TRUE,24.5172177949787,4.42535501089604,20,2,14
2018,40.99099,-75.45882,TRUE,TRUE,66.5028891626862,4.35268406170453,20,2,14
2019,41.17117,-75.27059,TRUE,TRUE,90.6298425137461,4.22079825490649,20,2,14
2020,41.23423,-75.49412,TRUE,TRUE,92.2250396945782,4.49462520472652,20,2,14
2015,40.47748,-75.67059,TRUE,TRUE,6.92306776594932,4.63621915079648,20,2,15
2016,40.5045,-75.67059,TRUE,TRUE,9.9199260405764,4.65922380216919,20,2,15
2017,40.8018,-75.67059,TRUE,TRUE,42.9279590892206,4.70010172626815,20,2,15
2018,40.93694,-75.57647,TRUE,TRUE,58.5334893865637,4.52509513167416,20,2,15
2019,41.04505,-75.58824,TRUE,TRUE,70.3255499403952,4.57496498954435,20,2,15
2020,41.07207,-75.70588,TRUE,TRUE,72.9858798345034,4.75885156665264,20,2,15
2015,40.46847,-75.69412,TRUE,TRUE,6.12180598335911,5.05156366915195,20,2,16
2016,40.5045,-75.70588,TRUE,TRUE,10.2446337680003,5.04205033784355,20,2,16
2017,40.54054,-75.72941,TRUE,TRUE,14.6497393136065,5.11977279949777,20,2,16
2018,40.54054,-75.72941,TRUE,TRUE,14.6497393136065,5.11977279949777,20,2,16
2019,40.94595,-75.84706,TRUE,TRUE,60.6957838509802,5.02532382076609,20,2,16
2020,41.28829,-75.8,TRUE,TRUE,97.5212635416164,4.85421708064154,20,2,16
2014,40.42342,-75.68235,TRUE,TRUE,1.08582118318457,5.42091456785644,20,2,17
2015,40.42342,-75.68235,TRUE,TRUE,1.08582118318457,5.42091456785644,20,2,17
2016,40.4955,-75.71765,TRUE,TRUE,9.60781201162805,5.19752911338643,20,2,17
2017,40.6036,-75.78824,TRUE,TRUE,23.0012444146829,5.25235553261907,20,2,17
2018,40.91892,-76.08235,TRUE,TRUE,65.6722057183123,5.39203288444905,20,2,17
2019,40.91892,-76.08235,TRUE,TRUE,65.6722057183123,5.39203288444905,20,2,17
2020,41.02703,-76.18824,TRUE,TRUE,80.5817697184881,5.41008623589144,20,2,17
2014,40.45946,-75.74118,TRUE,TRUE,7.43760703492373,5.69175566431376,20,2,18
2015,40.46847,-75.72941,TRUE,TRUE,7.48208657633103,5.50561550203587,20,2,18
2016,40.47748,-75.77647,TRUE,TRUE,11.0169121214821,5.73148618939856,20,2,18
2017,40.54054,-75.8,TRUE,TRUE,17.4737347580414,5.49522673971162,20,2,18
2018,40.66667,-76.10588,TRUE,TRUE,45.9331201395323,5.75462287714467,20,2,18
2019,40.94595,-76.16471,TRUE,TRUE,72.0054072025317,5.45728307514,20,2,18
2020,41.04505,-76.25882,TRUE,TRUE,85.5631166150541,5.45962025759801,20,2,18
2015,40.45946,-75.78824,TRUE,TRUE,10.7643808956875,5.90987701691571,20,2,19
2016,40.46847,-75.83529,TRUE,TRUE,14.8017192958086,5.96192248441677,20,2,19
2017,40.52252,-76.03529,TRUE,TRUE,32.768335236786,5.99352636557959,20,2,19
2018,40.72072,-76.22353,TRUE,TRUE,57.4950889609945,5.77479136046883,20,2,19
2019,40.74775,-76.47059,TRUE,TRUE,76.7894347612624,5.88715640861875,20,2,19
2020,40.79279,-76.56471,TRUE,TRUE,86.1609601729069,5.88172639353436,20,2,19
2014,40.42342,-75.71765,TRUE,TRUE,3.70392029693695,6.09220662553049,20,2,20
2015,40.40541,-75.77647,TRUE,TRUE,8.65309069335036,0.0968972201030565,20,2,20
